symbol,first_traded,last_traded,n_days,isin,continuity_id,company_name,listing_date,active_flag,status
SHOPERSTOP,2010-06-10,2026-06-10,3947,INE498B01024,SHOPERSTOP,SHOPPERS STOP LIMITED,2005-05-23,True,active
SHPRE,2010-06-10,2012-05-02,420,,SHPRE,,,,inactive
SHRADHA,2020-10-22,2026-06-10,943,INE715Y01031,SHRADHA,SHRADHA REALTY LIMITED,2020-10-22,True,active
SHREDIGCEM,2019-08-19,2026-06-10,1683,INE232A01011,SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LIMITED,2020-01-28,True,active
SHREEASHTA,2010-06-10,2014-06-19,730,,SHREEASHTA,,,,inactive
SHREECEM,2010-06-10,2026-06-10,3947,INE070A01015,SHREECEM,SHREE CEMENT LIMITED,1995-04-26,True,active
SHREEJISPG,2025-08-26,2026-06-10,193,INE1B6101010,SHREEJISPG,SHREEJI SHIPPING GLOBAL LIMITED,2025-08-26,True,active
SHREEPUSHK,2015-09-28,2026-06-10,2575,INE712K01011,SHREEPUSHK,SHREE PUSHKAR CHEMICALS AND FERTILISERS LIMITED,2015-09-10,True,active
SHREERAMA,2010-06-10,2026-06-10,2639,INE879A01019,SHREERAMA,SHREE RAMA MULTI-TECH LIMITED,2000-03-13,True,active
SHRENIK,2019-08-02,2026-01-01,1252,INE632X01030,SHRENIK,SHRENIK LIMITED,2019-08-02,True,inactive
SHRENUJ,2010-06-10,2017-01-23,1609,,SHRENUJ,,,,inactive
SHREYANIND,2010-06-10,2026-06-10,3250,INE231C01019,SHREYANIND,SHREYANS INDUSTRIES LIMITED,1996-11-06,True,active
SHREYAS,2010-06-11,2024-10-22,3200,,SHREYAS,,,,inactive
SHRIASTER,2014-02-24,2016-05-19,445,,SHRIASTER,,,,inactive
SHRIKRISH,2026-04-20,2026-06-10,36,INE997I01012,SHRIKRISH,SHRI KRISHNA DEVCON LIMITED,2026-04-20,True,active
SHRINATRAJ,2012-01-16,2014-05-21,233,,SHRINATRAJ,,,,inactive
SHRINGARMS,2025-09-17,2026-06-10,178,INE1B3L01017,SHRINGARMS,SHRINGAR HOUSE OF MANGALSUTRA LIMITED,2025-09-17,True,active
SHRIPISTON,2023-05-22,2026-06-10,695,INE526E01018,SHRIPISTON,SHRIRAM PISTONS AND RINGS LIMITED,2016-06-02,True,active
SHRIRAMCIT,2010-06-10,2022-11-28,3074,,SHRIRAMCIT,,,,inactive
SHRIRAMEPC,2010-06-10,2022-03-08,2793,,SHRIRAMEPC,,,,inactive
SHRIRAMFIN,2022-12-20,2026-06-10,858,INE721A01047,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,1996-12-11,True,active
SHRIRAMPPS,2021-12-20,2026-06-10,1107,INE217L01019,SHRIRAMPPS,SHRIRAM PROPERTIES LIMITED,2021-12-20,True,active
SHYAMCENT,2015-08-11,2026-06-10,2195,INE979R01011,SHYAMCENT,SHYAM CENTURY FERROUS LIMITED,2015-07-28,True,active
SHYAMMETL,2021-06-24,2026-06-10,1228,INE810G01011,SHYAMMETL,SHYAM METALICS AND ENERGY LIMITED,2021-06-24,True,active
SHYAMTEL,2010-06-10,2026-04-24,2503,INE635A01023,SHYAMTEL,SHYAM TELECOM LIMITED,2006-11-06,True,active
SICAGEN,2010-06-10,2026-06-10,2659,INE176J01011,SICAGEN,SICAGEN INDIA LIMITED,2026-04-20,True,active
SICAL,2010-06-10,2022-12-28,2742,,SICAL,,,,inactive
SICALLOG,2023-10-27,2023-10-30,2,INE075B01020,SICALLOG,SICAL LOGISTICS LIMITED,2023-10-12,True,inactive
SIEMENS,2010-06-10,2026-06-10,3947,INE003A01024,SIEMENS,SIEMENS LIMITED,1995-09-06,True,active
SIGACHI,2021-11-30,2026-04-27,1091,INE0D0K01022,SIGACHI,SIGACHI INDUSTRIES LIMITED,2021-11-15,True,active
SIGIND,2018-08-29,2026-06-10,1720,INE529F01035,SIGIND,SIGNET INDUSTRIES LIMITED,2018-08-29,True,active
SIGMA,2023-06-09,2026-06-10,586,INE0A0S01028,SIGMA,SIGMA SOLVE LIMITED,2023-06-09,True,active
SIGMAADV,2026-02-09,2026-06-03,48,INE933B01012,SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,2007-07-19,True,active
SIGNATURE,2023-09-27,2026-06-10,667,INE903U01023,SIGNATURE,SIGNATUREGLOBAL (INDIA) LIMITED,2023-09-27,True,active
SIGNET,2015-03-13,2018-08-10,782,,SIGNET,,,,inactive
SIGNETIND,2012-05-30,2015-01-29,586,,SIGNETIND,,,,inactive
SIGNPOST,2024-02-28,2026-06-10,504,INE0KGZ01021,SIGNPOST,SIGNPOST INDIA LIMITED,2024-02-14,True,active
SIKA,2026-04-20,2026-06-10,36,INE438E01032,SIKA,SIKA INTERPLANT SYSTEMS LIMITED,2026-04-20,True,active
SIKKO,2021-10-22,2026-06-10,813,INE112X01025,SIKKO,SIKKO INDUSTRIES LIMITED,2021-10-22,True,active
SIL,2010-06-11,2026-06-10,605,INE173A01025,SIL,STANDARD INDUSTRIES LIMITED,2004-01-27,True,active
SILGO,2021-03-03,2026-06-10,1048,INE01II01013,SILGO,SILGO RETAIL LIMITED,2021-03-03,True,active
SILINV,2010-06-10,2026-06-10,3378,INE923A01015,SILINV,SIL INVESTMENTS LIMITED,1996-05-22,True,active
SILLYMONKS,2020-07-08,2026-06-10,1027,INE203Y01012,SILLYMONKS,SILLY MONKS ENTERTAINMENT LIMITED,2020-07-08,True,active
SILVER,2022-02-03,2026-06-10,1075,,SILVER,,,,active
SILVER1,2024-04-16,2026-06-10,532,,SILVER1,,,,active
SILVER360,2025-04-04,2026-06-10,290,,SILVER360,,,,active
SILVERADD,2024-02-15,2026-06-10,572,,SILVERADD,,,,active
SILVERAG,2025-09-15,2026-06-10,180,,SILVERAG,,,,active
SILVERBEES,2022-05-10,2026-06-10,1012,,SILVERBEES,,,,active
SILVERBETA,2025-12-24,2026-06-10,111,,SILVERBETA,,,,active
SILVERBND,2025-12-12,2026-06-10,119,,SILVERBND,,,,active
SILVERCASE,2025-03-26,2026-06-10,296,,SILVERCASE,,,,active
SILVERETF,2023-04-20,2025-12-23,666,,SILVERETF,,,,inactive
SILVERIETF,2023-12-20,2026-06-10,611,,SILVERIETF,,,,active
SILVERTUC,2022-05-12,2026-06-10,953,INE625X01026,SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED,2022-05-12,True,active
SILVRETF,2023-09-01,2025-09-12,504,,SILVRETF,,,,inactive
SIMBHALS,2016-03-30,2024-06-26,1706,INE748T01016,SIMBHALS,SIMBHAOLI SUGARS LIMITED,2016-03-14,True,inactive
SIMBHSUGAR,2010-06-10,2015-11-23,1175,,SIMBHSUGAR,,,,inactive
SIMPLEX,2010-06-10,2018-09-24,1904,,SIMPLEX,,,,inactive
SIMPLEXCAS,2012-08-29,2015-01-07,380,,SIMPLEXCAS,,,,inactive
SIMPLEXINF,2010-06-10,2026-06-10,3567,INE059B01024,SIMPLEXINF,SIMPLEX INFRASTRUCTURES LIMITED,2004-03-09,True,active
SINCLAIR,2024-04-10,2026-06-10,535,INE985A01022,SINCLAIR,SINCLAIRS HOTELS LIMITED,2024-04-10,True,active
SINDHUTRAD,2023-06-20,2026-06-10,679,INE325D01025,SINDHUTRAD,SINDHU TRADE LINKS LIMITED,2023-06-20,True,active
SINGERIND,2026-03-19,2026-06-10,54,INE638A01035,SINGERIND,SINGER INDIA LIMITED,2026-03-19,True,active
SINTERCOM,2020-10-07,2026-06-10,1341,INE129Z01016,SINTERCOM,SINTERCOM INDIA LIMITED,2020-10-07,True,active
SINTEX,2010-06-10,2022-03-21,2585,,SINTEX,,,,inactive
SIRCA,2019-07-22,2026-06-10,1576,INE792Z01011,SIRCA,SIRCA PAINTS INDIA LIMITED,2019-07-22,True,active
SIRPAPER,2010-06-11,2015-07-10,942,,SIRPAPER,,,,inactive
SIS,2017-08-10,2026-06-10,2179,INE285J01028,SIS,SIS LIMITED,2017-08-10,True,active
SITASHREE,2010-06-11,2018-03-16,1278,,SITASHREE,,,,inactive
SITICABLE,2012-12-03,2016-08-16,882,,SITICABLE,,,,inactive
SITINET,2016-08-17,2023-06-06,1225,INE965H01011,SITINET,SITI NETWORKS LIMITED,2007-01-10,True,inactive
SIYSIL,2010-06-10,2026-06-10,3935,INE076B01028,SIYSIL,SIYARAM SILK MILLS LIMITED,2007-01-29,True,active
SJS,2021-11-15,2026-06-10,1131,INE284S01014,SJS,S.J.S. ENTERPRISES LIMITED,2021-11-15,True,active
SJVN,2010-06-10,2026-06-10,3947,INE002L01015,SJVN,SJVN LIMITED,2010-05-20,True,active
SKFINDIA,2010-06-10,2026-06-10,3936,INE640A01023,SKFINDIA,SKF INDIA LIMITED,1999-01-27,True,active
SKFINDUS,2025-12-19,2026-06-10,114,INE2J8701016,SKFINDUS,SKF INDIA (INDUSTRIAL) LIMITED,2025-12-05,True,active
SKIL,2014-03-24,2021-11-18,1314,,SKIL,,,,inactive
SKIPPER,2015-05-27,2026-06-10,2724,INE439E01022,SKIPPER,SKIPPER LIMITED,2015-05-27,True,active
SKMEGGPROD,2010-06-10,2026-06-10,3612,INE411D01023,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LIMITED,1997-03-14,True,active
SKSMICRO,2010-08-16,2016-06-30,1386,,SKSMICRO,,,,inactive
SKUMARSYNF,2010-06-10,2015-03-30,1041,,SKUMARSYNF,,,,inactive
SKYGOLD,2023-01-06,2026-06-10,453,INE01IU01018,SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,2023-01-06,True,active
SMALL250,2025-11-13,2026-06-10,140,,SMALL250,,,,active
SMALLADD,2025-12-18,2026-06-10,115,,SMALLADD,,,,active
SMALLCAP,2024-02-29,2026-06-10,562,,SMALLCAP,,,,active
SMARTLINK,2010-06-10,2026-05-18,3611,INE178C01020,SMARTLINK,SMARTLINK HOLDINGS LIMITED,2001-04-11,True,active
SMARTWORKS,2025-07-17,2026-06-10,220,INE0NAZ01010,SMARTWORKS,SMARTWORKS COWORKING SPACES LIMITED,2025-07-17,True,active
SMCGLOBAL,2021-03-10,2026-06-10,1298,INE103C01036,SMCGLOBAL,SMC GLOBAL SECURITIES LIMITED,2021-02-24,True,active
SML100CASE,2025-09-12,2026-06-10,181,,SML100CASE,,,,active
SMLISUZU,2011-01-17,2025-11-07,3599,,SMLISUZU,,,,inactive
SMLMAH,2025-11-10,2026-06-10,143,INE294B01019,SMLMAH,SML MAHINDRA LIMITED,2003-08-29,True,active
SMLT,2021-11-25,2026-06-10,997,INE017W01010,SMLT,SARTHAK METALS LIMITED,2021-11-25,True,active
SMOBILITY,2011-07-26,2014-08-18,728,,SMOBILITY,,,,inactive
SMPL,2010-06-10,2019-08-30,1697,,SMPL,,,,inactive
SMSLIFE,2017-09-01,2025-11-25,1865,,SMSLIFE,,,,inactive
SMSPHARMA,2010-06-10,2026-06-10,3846,INE812G01025,SMSPHARMA,SMS PHARMACEUTICALS LIMITED,2007-02-28,True,active
SNOWMAN,2014-09-26,2026-06-10,2882,INE734N01019,SNOWMAN,SNOWMAN LOGISTICS LIMITED,2014-09-12,True,active
SNXT30BEES,2025-06-13,2026-06-10,244,,SNXT30BEES,,,,active
SNXT50BETA,2025-12-24,2026-06-10,111,,SNXT50BETA,,,,active
SOBHA,2010-06-10,2026-06-10,3947,INE671H01015,SOBHA,SOBHA LIMITED,2006-12-20,True,active
SOFTPRO,2010-06-11,2010-10-28,91,,SOFTPRO,,,,inactive
SOFTTECH,2022-02-25,2026-04-16,736,INE728Z01015,SOFTTECH,SOFTTECH ENGINEERS LIMITED,2022-02-25,True,active
SOFTTECHGR,2011-04-19,2017-06-20,589,,SOFTTECHGR,,,,inactive
SOLARA,2018-07-11,2026-06-10,1894,INE624Z01016,SOLARA,SOLARA ACTIVE PHARMA SCIENCES LIMITED,2018-06-27,True,active
SOLARINDS,2010-06-10,2026-06-10,3920,INE343H01029,SOLARINDS,SOLAR INDUSTRIES INDIA LIMITED,2006-04-03,True,active
SOLARWORLD,2025-09-30,2026-06-10,169,INE0TY101024,SOLARWORLD,SOLARWORLD ENERGY SOLUTIONS LIMITED,2025-09-30,True,active
SOLEMS,2010-06-11,2010-08-23,49,,SOLEMS,,,,inactive
SOLEX,2025-10-08,2026-06-10,164,INE880Y01017,SOLEX,SOLEX ENERGY LIMITED,2025-10-08,True,active
SOMANYCERA,2010-06-10,2026-06-10,3815,INE355A01028,SOMANYCERA,SOMANY CERAMICS LIMITED,1995-11-22,True,active
SOMATEX,2010-06-10,2026-06-10,2320,INE314C01013,SOMATEX,SOMA TEXTILES AND INDUSTRIES LIMITED,1996-08-14,True,active
SOMICONVEY,2016-07-18,2026-06-10,1961,INE323J01019,SOMICONVEY,SOMI CONVEYOR BELTINGS LIMITED,2016-07-18,True,active
SONACOMS,2021-06-24,2026-06-10,1228,INE073K01018,SONACOMS,SONA BLW PRECISION FORGINGS LIMITED,2021-06-24,True,active
SONAL,2026-04-21,2026-06-05,24,INE321M01017,SONAL,SONAL MERCANTILE LIMITED,2026-04-20,True,active
SONAMCLOCK,2022-04-07,2023-10-25,384,,SONAMCLOCK,,,,inactive
SONAMLTD,2024-01-29,2026-06-10,498,INE00LM01029,SONAMLTD,SONAM LIMITED,2022-04-07,True,active
SONASTEER,2010-06-10,2018-04-20,1876,,SONASTEER,,,,inactive
SONATSOFTW,2010-06-10,2026-06-10,3840,INE269A01021,SONATSOFTW,SONATA SOFTWARE LIMITED,1999-07-28,True,active
SORILHOLD,2017-04-18,2018-04-30,168,,SORILHOLD,,,,inactive
SORILINFRA,2017-01-10,2022-08-17,1286,,SORILINFRA,,,,inactive
SOTL,2010-06-10,2026-06-10,3947,INE035D01020,SOTL,SAVITA OIL TECHNOLOGIES LIMITED,1995-06-28,True,active
SOUISPAT,2010-10-01,2015-01-29,799,,SOUISPAT,,,,inactive
SOUTHBANK,2010-06-10,2026-06-10,3947,INE683A01023,SOUTHBANK,THE SOUTH INDIAN BANK LIMITED,1998-12-08,True,active
SOUTHWEST,2019-04-18,2026-06-10,1324,INE980Y01015,SOUTHWEST,SOUTH WEST PINNACLE EXPLORATION LIMITED,2019-04-18,True,active
SPAL,2016-08-29,2026-06-10,2414,INE212I01016,SPAL,S. P. APPARELS LIMITED,2016-08-12,True,active
SPANCO,2010-12-29,2013-07-18,592,,SPANCO,,,,inactive
SPANDANA,2019-08-19,2026-06-10,1626,INE572J01011,SPANDANA,SPANDANA SPHOORTY FINANCIAL LIMITED,2019-08-19,True,active
SPARC,2010-06-10,2026-06-10,3839,INE232I01014,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LIMITED,2007-07-18,True,active
SPCENET,2017-01-24,2026-06-10,854,INE970N01027,SPCENET,SPACENET ENTERPRISES INDIA LIMITED,2017-01-10,True,active
SPECIALITY,2012-06-13,2026-06-10,3406,INE247M01014,SPECIALITY,SPECIALITY RESTAURANTS LIMITED,2012-05-30,True,active
SPECTACLE,2010-06-10,2016-03-22,645,,SPECTACLE,,,,inactive
SPECTRUM,2025-03-28,2026-06-10,294,INE01EO01010,SPECTRUM,SPECTRUM ELECTRICAL INDUSTRIES LIMITED,2025-03-28,True,active
SPENCERS,2019-02-08,2026-06-10,1810,INE020801028,SPENCERS,SPENCER'S RETAIL LIMITED,2019-01-25,True,active
SPENTEX,2010-06-11,2018-09-26,1652,,SPENTEX,,,,inactive
SPHEREGSL,2015-10-13,2018-04-18,619,,SPHEREGSL,,,,inactive
SPIC,2010-06-11,2026-06-10,3858,INE147A01011,SPIC,SOUTHERN PETROCHEMICALS INDUSTRIES CORPORATION LIMITED,1996-01-10,True,active
SPICE,2014-07-30,2014-08-12,6,,SPICE,,,,inactive
SPICEJET,2019-08-19,2023-04-28,913,,SPICEJET,,,,inactive
SPICEMOBI,2014-08-19,2019-06-06,1156,,SPICEMOBI,,,,inactive
SPICEMOBIL,2010-06-10,2011-07-25,284,,SPICEMOBIL,,,,inactive
SPLIL,2010-06-10,2026-06-10,3547,INE978G01016,SPLIL,SPL INDUSTRIES LIMITED,2005-07-26,True,active
SPLPETRO,2022-06-07,2026-06-10,992,INE663A01033,SPLPETRO,SUPREME PETROCHEM LIMITED,2022-05-24,True,active
SPMLINFRA,2010-06-10,2026-06-10,3140,INE937A01023,SPMLINFRA,SPML INFRA LIMITED,1996-02-14,True,active
SPORTKING,2022-08-24,2026-06-10,938,INE885H01029,SPORTKING,SPORTKING INDIA LIMITED,2022-08-24,True,active
SPTL,2017-08-23,2023-03-02,1045,,SPTL,,,,inactive
SPYL,2011-01-12,2023-11-20,1668,,SPYL,,,,inactive
SQSBFSI,2014-09-30,2019-04-30,1119,,SQSBFSI,,,,inactive
SRD,2024-10-09,2026-06-10,287,INE01NE01012,SRD,SHANKAR LAL RAMPAL DYE-CHEM LIMITED,2024-10-09,True,active
SREEL,2014-01-01,2026-06-10,2784,INE099F01013,SREEL,SREELEATHERS LIMITED,2014-01-01,True,active
SREINFRA,2010-07-21,2022-05-24,2828,,SREINFRA,,,,inactive
SREINTFIN,2010-06-10,2010-07-20,29,,SREINTFIN,,,,inactive
SRF,2010-06-10,2026-06-10,3947,INE647A01010,SRF,SRF LIMITED,2003-08-18,True,active
SRGHFL,2023-08-21,2026-06-10,692,INE559N01010,SRGHFL,SRG HOUSING FINANCE LIMITED,2023-08-21,True,active
SRGINFOTEC,2010-06-10,2013-08-29,701,,SRGINFOTEC,,,,inactive
SRHHLINDST,2010-06-11,2012-10-31,566,,SRHHLINDST,,,,inactive
SRHHYPOLTD,2010-06-10,2026-06-10,3692,INE917H01012,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,2007-05-08,True,active
SRICHAMUND,2010-10-18,2015-01-23,442,,SRICHAMUND,,,,inactive
SRIPIPES,2014-12-17,2022-01-12,1742,,SRIPIPES,,,,inactive
SRM,2024-04-19,2026-06-10,400,INE0R6Z01013,SRM,SRM CONTRACTORS LIMITED,2024-04-03,True,active
SRPL,2020-09-23,2024-10-22,453,,SRPL,,,,inactive
SRSLTD,2011-09-16,2018-08-21,1599,,SRSLTD,,,,inactive
SRTL,2026-03-17,2026-06-10,56,INE19GK01015,SRTL,SHREE RAM TWISTEX LIMITED,2026-03-02,True,active
SRTRANSFIN,2010-06-10,2022-12-19,3089,,SRTRANSFIN,,,,inactive
SSDL,2024-09-03,2026-06-10,437,INE0PQ101010,SSDL,SARASWATI SAREE DEPOT LIMITED,2024-08-20,True,active
SSLT,2013-10-04,2015-05-06,385,,SSLT,,,,inactive
SSWL,2010-06-10,2026-06-10,3887,INE802C01033,SSWL,STEEL STRIPS WHEELS LIMITED,2005-06-06,True,active
STALLION,2025-02-05,2026-06-10,205,INE0RYC01010,STALLION,STALLION INDIA FLUOROCHEMICALS LIMITED,2025-01-23,True,active
STAMPEDE,2016-07-25,2020-06-18,678,,STAMPEDE,,,,inactive
STANLEY,2024-06-28,2026-06-10,482,INE01A001028,STANLEY,STANLEY LIFESTYLES LIMITED,2024-06-28,True,active
STAR,2010-06-10,2026-06-10,3937,INE939A01011,STAR,STRIDES PHARMA SCIENCE LIMITED,2000-02-02,True,active
STARCEMENT,2017-07-03,2026-06-10,2207,INE460H01021,STARCEMENT,STAR CEMENT LIMITED,2017-06-16,True,active
STARHEALTH,2021-12-10,2026-06-10,1113,INE575P01011,STARHEALTH,STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED,2021-12-10,True,active
STARPAPER,2010-06-10,2026-06-10,3671,INE733A01018,STARPAPER,STAR PAPER MILLS LIMITED,1995-09-13,True,active
STARTECK,2022-05-04,2026-06-10,778,INE992I01013,STARTECK,STARTECK FINANCE LIMITED,2022-05-04,True,active
STCINDIA,2010-06-10,2026-06-10,3780,INE655A01013,STCINDIA,THE STATE TRADING CORPORATION OF INDIA LIMITED,2003-04-01,True,active
STEELCAS,2021-11-23,2026-06-10,1126,INE124E01038,STEELCAS,STEELCAST LIMITED,2021-11-23,True,active
STEELCITY,2019-06-27,2026-06-10,1718,INE395H01011,STEELCITY,STEEL CITY SECURITIES LIMITED,2019-06-27,True,active
STEELTUBES,2010-06-10,2010-09-02,41,,STEELTUBES,,,,inactive
STEELXIND,2017-07-20,2026-06-10,1995,INE503B01021,STEELXIND,STEEL EXCHANGE INDIA LIMITED,2017-07-20,True,active
STEL,2011-11-08,2026-06-10,2812,INE577L01016,STEL,STEL HOLDINGS LIMITED,2011-02-09,True,active
STER,2010-06-10,2013-08-26,800,,STER,,,,inactive
STERLINBIO,2010-06-10,2018-02-21,1716,,STERLINBIO,,,,inactive
STERTOOLS,2010-06-10,2026-06-10,3787,INE334A01023,STERTOOLS,STERLING TOOLS LIMITED,2006-02-02,True,active
STINDIA,2010-12-03,2020-08-21,1165,,STINDIA,,,,inactive
STLNETWORK,2025-09-18,2026-05-18,161,INE1VXE01018,STLNETWORK,STL NETWORKS LIMITED,2025-09-04,True,active
STLTECH,2020-10-29,2026-05-13,1359,INE089C01029,STLTECH,STERLITE TECHNOLOGIES LIMITED,2000-12-08,True,active
STOREONE,2010-06-10,2017-01-09,1329,,STOREONE,,,,inactive
STOVEKRAFT,2021-02-05,2026-06-10,1321,INE00IN01015,STOVEKRAFT,STOVE KRAFT LIMITED,2021-02-05,True,active
STRTECH,2010-06-10,2020-10-28,2523,,STRTECH,,,,inactive
STUDDS,2025-11-07,2026-06-10,144,INE00Q601028,STUDDS,STUDDS ACCESSORIES LIMITED,2025-11-07,True,active
STYABS,2012-06-20,2016-04-01,927,,STYABS,,,,inactive
STYL,2025-09-30,2026-06-10,169,INE04VU01023,STYL,SESHAASAI TECHNOLOGIES LIMITED,2025-09-30,True,active
STYLAMIND,2021-08-02,2026-06-10,1202,INE239C01020,STYLAMIND,STYLAM INDUSTRIES LIMITED,2021-08-02,True,active
STYLEBAAZA,2024-09-06,2026-05-18,418,INE01FR01028,STYLEBAAZA,BAAZAR STYLE RETAIL LIMITED,2024-09-06,True,active
STYRENIX,2023-01-20,2026-06-10,835,INE189B01011,STYRENIX,STYRENIX PERFORMANCE MATERIALS LIMITED,1995-03-29,True,active
SUBCAPCITY,2022-09-13,2023-01-04,48,,SUBCAPCITY,,,,inactive
SUBEX,2010-06-10,2020-10-21,2362,,SUBEX,,,,inactive
SUBEXLTD,2020-11-19,2026-05-12,1296,INE754A01055,SUBEXLTD,SUBEX LIMITED,2020-11-05,True,active
SUBROS,2010-06-10,2026-06-10,3674,INE287B01021,SUBROS,SUBROS LIMITED,2005-07-13,True,active
SUDAR,2011-03-11,2016-08-22,1308,,SUDAR,,,,inactive
SUDARCOLOR,2026-01-20,2026-06-10,94,INE492A01029,SUDARCOLOR,SUDARSHAN COLORANTS INDIA LIMITED,1995-06-14,True,active
SUDARSCHEM,2010-06-10,2026-06-10,3908,INE659A01023,SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LIMITED,1995-05-25,True,active
SUDEEPPHRM,2025-11-28,2026-06-10,129,INE0QPI01025,SUDEEPPHRM,SUDEEP PHARMA LIMITED,2025-11-28,True,active
SUJANATOW,2010-06-10,2013-08-06,663,,SUJANATOW,,,,inactive
SUJANATWR,2013-09-11,2017-02-16,757,,SUJANATWR,,,,inactive
SUJANAUNI,2010-06-10,2020-11-23,1833,,SUJANAUNI,,,,inactive
SUKHJITS,2022-11-07,2026-06-10,888,INE450E01029,SUKHJITS,SUKHJIT STARCH AND CHEMICALS LIMITED,2022-11-07,True,active
SULA,2022-12-22,2026-06-10,856,INE142Q01026,SULA,SULA VINEYARDS LIMITED,2022-12-22,True,active
SUMEETINDS,2010-12-10,2026-06-10,2727,INE235C01036,SUMEETINDS,SUMEET INDUSTRIES LIMITED,2010-12-10,True,active
SUMICHEM,2020-02-07,2026-06-10,1567,INE258G01013,SUMICHEM,SUMITOMO CHEMICAL INDIA LIMITED,2020-01-27,True,active
SUMIT,2019-07-30,2026-04-21,853,INE748Z01013,SUMIT,SUMIT WOODS LIMITED,2019-07-30,True,active
SUMMITSEC,2011-02-11,2026-06-10,3718,INE519C01017,SUMMITSEC,SUMMIT SECURITIES LIMITED,2011-01-28,True,active
SUNCLAY,2024-01-12,2026-06-10,595,INE0Q3R01026,SUNCLAY,SUNDARAM CLAYTON LIMITED,2023-12-29,True,active
SUNCLAYLTD,2012-11-07,2023-08-09,2620,,SUNCLAYLTD,,,,inactive
SUNCLAYTON,2010-06-10,2012-09-06,561,,SUNCLAYTON,,,,inactive
SUNDARAM,2010-06-10,2026-06-10,3524,INE108E01023,SUNDARAM,SUNDARAM MULTI PAP LIMITED,2010-06-02,True,active
SUNDARMFIN,2010-06-10,2026-06-10,3937,INE660A01013,SUNDARMFIN,SUNDARAM FINANCE LIMITED,1998-01-07,True,active
SUNDARMHLD,2018-07-24,2025-10-15,1784,,SUNDARMHLD,,,,inactive
SUNDRMBRAK,2010-06-10,2026-06-10,3671,INE073D01013,SUNDRMBRAK,SUNDARAM BRAKE LININGS LIMITED,1996-07-17,True,active
SUNDRMFAST,2010-06-10,2026-06-10,3947,INE387A01021,SUNDRMFAST,SUNDRAM FASTENERS LIMITED,2000-06-07,True,active
SUNDROP,2025-03-28,2026-06-10,294,INE209A01019,SUNDROP,SUNDROP BRANDS LIMITED,2002-12-06,True,active
SUNFLAG,2010-06-10,2026-06-10,3888,INE947A01014,SUNFLAG,SUNFLAG IRON AND STEEL COMPANY LIMITED,2005-09-29,True,active
SUNILHITEC,2010-06-10,2018-08-16,2011,,SUNILHITEC,,,,inactive
SUNPHARMA,2010-06-10,2026-06-10,3947,INE044A01036,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LIMITED,1995-02-08,True,active
SUNTECK,2010-06-10,2026-06-10,3947,INE805D01034,SUNTECK,SUNTECK REALTY LIMITED,2009-11-13,True,active
SUNTV,2010-06-10,2026-06-10,3947,INE424H01027,SUNTV,SUN TV NETWORK LIMITED,2006-04-24,True,active
SUPER,2010-06-10,2015-01-28,973,,SUPER,,,,inactive
SUPERHOUSE,2014-09-26,2026-06-10,2882,INE712B01010,SUPERHOUSE,SUPERHOUSE LIMITED,2014-09-26,True,active
SUPERSPIN,2010-06-11,2026-06-10,3064,INE662A01027,SUPERSPIN,SUPER SPINNING MILLS LIMITED,2004-07-08,True,active
SUPPETRO,2010-06-10,2022-04-06,2850,,SUPPETRO,,,,inactive
SUPRAJIT,2010-06-11,2026-06-10,3946,INE399C01030,SUPRAJIT,SUPRAJIT ENGINEERING LIMITED,2005-02-18,True,active
SUPREME,2025-02-03,2026-06-10,331,INE822E01011,SUPREME,SUPREME HOLDINGS AND HOSPITALITY (INDIA) LIMITED,2025-02-03,True,active
SUPREMEENG,2020-12-04,2024-05-14,518,INE319Z01021,SUPREMEENG,SUPREME ENGINEERING LIMITED,2020-12-04,True,inactive
SUPREMEIND,2010-06-10,2026-06-10,3947,INE195A01028,SUPREMEIND,SUPREME INDUSTRIES LIMITED,1995-07-19,True,active
SUPREMEINF,2010-06-10,2026-06-10,2380,INE550H01011,SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LIMITED,2007-10-18,True,active
SUPREMETEX,2010-06-10,2018-03-16,762,,SUPREMETEX,,,,inactive
SUPRIYA,2021-12-28,2026-06-10,1101,INE07RO01027,SUPRIYA,SUPRIYA LIFESCIENCE LIMITED,2021-12-28,True,active
SURAJDIAMN,2010-06-10,2012-07-23,530,,SURAJDIAMN,,,,inactive
SURAJEST,2023-12-26,2026-06-10,551,INE843S01025,SURAJEST,SURAJ ESTATE DEVELOPERS LIMITED,2023-12-26,True,active
SURAJLTD,2024-08-29,2026-06-10,339,INE713C01016,SURAJLTD,SURAJ LIMITED,2024-08-29,True,active
