symbol,first_traded,last_traded,n_days,isin,continuity_id,company_name,listing_date,active_flag,status
20MICRONS,2010-06-10,2026-06-10,3777,INE144J01027,20MICRONS,20 MICRONS LIMITED,2008-10-06,True,active
21STCENMGM,2018-04-10,2026-06-10,1681,INE253B01015,21STCENMGM,21ST CENTURY MANAGEMENT SERVICES LIMITED,1995-05-03,True,active
360ONE,2023-01-23,2026-06-10,834,INE466L01038,360ONE,360 ONE WAM LIMITED,2019-09-19,True,active
3BBLACKBIO,2026-04-20,2026-06-10,36,INE994E01018,3BBLACKBIO,3B BLACKBIO DX LIMITED,2026-04-20,True,active
3IINFOLTD,2021-11-08,2026-06-10,1136,INE748C01038,3IINFOLTD,3I INFOTECH LIMITED,2021-10-22,True,active
3IINFOTECH,2010-06-10,2021-06-08,2443,,3IINFOTECH,,,,inactive
3MINDIA,2010-06-10,2026-06-10,3947,INE470A01017,3MINDIA,3M INDIA LIMITED,2004-08-13,True,active
3PLAND,2018-05-04,2026-06-10,1395,INE105C01023,3PLAND,3P LAND HOLDINGS LIMITED,1995-07-19,True,active
4THDIM,2022-09-22,2022-12-05,50,,4THDIM,,,,inactive
5PAISA,2017-11-30,2026-06-10,2004,INE618L01018,5PAISA,5PAISA CAPITAL LIMITED,2017-11-16,True,active
63MOONS,2017-01-19,2026-06-10,2020,INE111B01023,63MOONS,63 MOONS TECHNOLOGIES LIMITED,2005-06-20,True,active
8KMILES,2014-01-29,2020-09-23,1360,,8KMILES,,,,inactive
A2ZINFRA,2014-12-31,2026-06-10,2199,INE619I01012,A2ZINFRA,A2Z INFRA ENGINEERING LIMITED,2010-12-23,True,active
A2ZMES,2010-12-23,2014-12-30,868,,A2ZMES,,,,inactive
AAATECH,2022-11-28,2026-06-10,674,INE0D0U01013,AAATECH,AAA TECHNOLOGIES LIMITED,2022-11-28,True,active
AADHARHFC,2024-05-15,2026-06-10,513,INE883F01010,AADHARHFC,AADHAR HOUSING FINANCE LIMITED,2024-05-15,True,active
AAKASH,2020-09-29,2026-03-10,967,INE087Z01024,AAKASH,AAKASH EXPLORATION SERVICES LIMITED,2020-09-29,True,inactive
AANJANEYA,2011-05-27,2013-08-29,561,,AANJANEYA,,,,inactive
AAREYDRUGS,2021-08-06,2026-04-29,716,INE198H01019,AAREYDRUGS,AAREY DRUGS AND PHARMACEUTICALS LIMITED,2021-08-06,True,active
AARNAV,2026-02-25,2026-06-10,69,INE750R01016,AARNAV,AARNAV FASHIONS LIMITED,2026-02-25,True,active
AARON,2020-11-06,2026-06-10,1216,INE721Z01010,AARON,AARON INDUSTRIES LIMITED,2020-11-06,True,active
AARTECH,2023-07-10,2026-06-10,507,INE01C001026,AARTECH,AARTECH SOLONICS LIMITED,2023-07-10,True,active
AARTIDRUGS,2010-06-10,2026-06-10,3884,INE767A01016,AARTIDRUGS,AARTI DRUGS LIMITED,2003-09-19,True,active
AARTIIND,2010-06-10,2026-06-10,3937,INE769A01020,AARTIIND,AARTI INDUSTRIES LIMITED,1995-02-08,True,active
AARTIPHARM,2023-02-13,2026-06-10,820,INE0LRU01027,AARTIPHARM,AARTI PHARMALABS LIMITED,2023-01-30,True,active
AARTISURF,2020-11-24,2026-06-10,1243,INE09EO01013,AARTISURF,AARTI SURFACTANTS LIMITED,2020-07-14,True,active
AARVEEDEN,2010-06-10,2024-08-02,3319,,AARVEEDEN,,,,inactive
AARVI,2020-06-24,2026-06-10,1476,INE754X01016,AARVI,AARVI ENCON LIMITED,2020-06-24,True,active
AAVAS,2018-10-08,2026-06-10,1895,INE216P01012,AAVAS,AAVAS FINANCIERS LIMITED,2018-10-08,True,active
ABAN,2010-06-10,2025-09-04,3264,,ABAN,,,,inactive
ABANSENT,2026-04-20,2026-05-04,10,INE365O01028,ABANSENT,ABANS ENTERPRISES LIMITED,2026-04-20,True,active
ABB,2010-06-10,2026-06-10,3937,INE117A01022,ABB,ABB INDIA LIMITED,1995-02-08,True,active
ABBOTINDIA,2010-06-10,2026-06-10,3947,INE358A01014,ABBOTINDIA,ABBOTT INDIA LIMITED,2010-01-08,True,active
ABCAPITAL,2017-09-15,2026-06-10,2153,INE674K01013,ABCAPITAL,ADITYA BIRLA CAPITAL LIMITED,2017-09-01,True,active
ABCIL,2010-06-10,2016-01-13,1324,,ABCIL,,,,inactive
ABCOTS,2025-09-24,2026-06-10,173,INE08PH01015,ABCOTS,A B COTSPIN INDIA LIMITED,2025-09-24,True,active
ABDL,2024-07-02,2026-06-10,480,INE552Z01027,ABDL,ALLIED BLENDERS AND DISTILLERS LIMITED,2024-07-02,True,active
ABFRL,2016-01-29,2026-06-10,2555,INE647O01011,ABFRL,ADITYA BIRLA FASHION AND RETAIL LIMITED,2013-07-17,True,active
ABGSEC,2024-07-10,2026-06-10,449,,ABGSEC,,,,active
ABGSHIP,2010-06-10,2017-01-23,1633,,ABGSHIP,,,,inactive
ABHISHEK,2010-06-11,2013-06-04,600,,ABHISHEK,,,,inactive
ABINFRA,2025-01-13,2026-06-10,271,INE00YB01025,ABINFRA,A B INFRABUILD LIMITED,2024-11-08,True,active
ABIRLANUVO,2010-06-10,2017-07-04,1742,,ABIRLANUVO,,,,inactive
ABLBL,2025-07-07,2026-06-10,228,INE14LE01019,ABLBL,ADITYA BIRLA LIFESTYLE BRANDS LIMITED,2025-06-23,True,active
ABMINTLLTD,2021-09-27,2026-06-10,472,INE251C01025,ABMINTLLTD,ABM INTERNATIONAL LIMITED,2021-09-09,True,active
ABMINTLTD,2019-01-22,2021-07-26,130,,ABMINTLTD,,,,inactive
ABMKNO,2026-04-20,2026-06-10,36,INE850B01026,ABMKNO,ABM KNOWLEDGEWARE LIMITED,2026-04-20,True,active
ABREL,2024-10-10,2026-06-10,411,INE055A01016,ABREL,ADITYA BIRLA REAL ESTATE LIMITED,2003-06-27,True,active
ABSHEKINDS,2010-06-10,2011-05-02,151,,ABSHEKINDS,,,,inactive
ABSL10BANK,2026-03-04,2026-06-10,65,,ABSL10BANK,,,,active
ABSLAMC,2021-10-11,2026-06-10,1154,INE404A01024,ABSLAMC,ADITYA BIRLA SUN LIFE AMC LIMITED,2021-10-11,True,active
ABSLBANETF,2019-10-30,2026-06-10,1622,,ABSLBANETF,,,,active
ABSLLIQUID,2023-03-16,2026-06-10,778,,ABSLLIQUID,,,,active
ABSLMSCIN,2026-02-20,2026-06-10,72,,ABSLMSCIN,,,,active
ABSLNN50ET,2018-12-27,2026-06-10,1780,,ABSLNN50ET,,,,active
ABSLPSE,2024-05-23,2026-06-10,507,,ABSLPSE,,,,active
ACC,2010-06-10,2026-06-10,3947,INE012A01025,ACC,ACC LIMITED,1996-11-20,True,active
ACCELYA,2013-03-01,2026-06-10,3267,INE793A01012,ACCELYA,ACCELYA SOLUTIONS INDIA LIMITED,1999-12-01,True,active
ACCURACY,2020-12-11,2026-06-10,1052,INE648Z01023,ACCURACY,ACCURACY SHIPPING LIMITED,2020-12-11,True,active
ACE,2010-06-10,2026-06-10,3931,INE731H01025,ACE,ACTION CONSTRUCTION EQUIPMENT LIMITED,2006-09-26,True,active
ACEINTEG,2022-11-04,2026-06-10,744,INE543V01017,ACEINTEG,ACE INTEGRATED SOLUTIONS LIMITED,2022-11-04,True,active
ACI,2022-11-21,2026-06-10,879,INE128X01021,ACI,ARCHEAN CHEMICAL INDUSTRIES LIMITED,2022-11-21,True,active
ACKRUTI,2010-06-10,2011-11-14,357,,ACKRUTI,,,,inactive
ACL,2023-05-24,2026-06-10,651,INE666E01020,ACL,ANDHRA CEMENTS LIMITED,2023-05-10,True,active
ACLGATI,2023-11-30,2025-11-11,484,,ACLGATI,,,,inactive
ACMESOLAR,2024-11-13,2026-06-10,387,INE622W01025,ACMESOLAR,ACME SOLAR HOLDINGS LIMITED,2024-11-13,True,active
ACROPETAL,2011-03-10,2016-05-20,1110,,ACROPETAL,,,,inactive
ACRYSIL,2021-01-14,2022-11-17,456,,ACRYSIL,,,,inactive
ACSTECH,2026-04-20,2026-06-10,36,INE366C01021,ACSTECH,ACS TECHNOLOGIES LIMITED,2026-04-20,True,active
ACUTAAS,2025-06-02,2026-06-10,253,INE00FF01025,ACUTAAS,ACUTAAS CHEMICALS LIMITED,2021-09-14,True,active
ADANIENSOL,2023-08-24,2026-06-10,690,INE931S01010,ADANIENSOL,ADANI ENERGY SOLUTIONS LIMITED,2015-07-31,True,active
ADANIENT,2010-06-10,2026-06-10,3947,INE423A01024,ADANIENT,ADANI ENTERPRISES LIMITED,1997-06-04,True,active
ADANIGAS,2018-11-20,2021-01-12,529,,ADANIGAS,,,,inactive
ADANIGREEN,2018-07-02,2026-06-10,1893,INE364U01010,ADANIGREEN,ADANI GREEN ENERGY LIMITED,2018-06-18,True,active
ADANIPORTS,2012-01-17,2026-06-10,3546,INE742F01042,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED,2007-11-27,True,active
ADANIPOWER,2010-06-10,2026-06-10,3741,INE814H01029,ADANIPOWER,ADANI POWER LIMITED,2009-08-20,True,active
ADANITRANS,2015-08-14,2023-08-23,1792,,ADANITRANS,,,,inactive
ADFFOODS,2010-09-15,2026-06-10,3879,INE982B01027,ADFFOODS,ADF FOODS LIMITED,2010-09-15,True,active
ADHUNIK,2010-06-10,2019-08-22,2084,,ADHUNIK,,,,inactive
ADHUNIKIND,2016-07-01,2021-05-19,1013,,ADHUNIKIND,,,,inactive
ADI,2015-05-08,2017-01-18,420,,ADI,,,,inactive
ADL,2024-03-11,2026-06-10,420,INE0CHO01012,ADL,ARCHIDPLY DECOR LIMITED,2020-10-01,True,active
ADLABS,2015-04-06,2020-04-21,1099,,ADLABS,,,,inactive
ADOR,2025-04-11,2026-06-10,286,INE045A01017,ADOR,ADOR WELDING LIMITED,1995-05-10,True,active
ADORWELD,2010-06-10,2025-04-09,3624,,ADORWELD,,,,inactive
ADROITINFO,2018-04-19,2026-06-10,1126,INE737B01033,ADROITINFO,ADROIT INFOTECH LIMITED,1997-08-13,True,active
ADSL,2010-06-10,2026-06-10,3558,INE102I01027,ADSL,ALLIED DIGITAL SERVICES LIMITED,2007-07-25,True,active
ADVAIT,2026-01-20,2026-06-10,94,INE0ALI01010,ADVAIT,ADVAIT ENERGY TRANSITIONS LIMITED,2026-01-20,True,active
ADVANCE,2025-10-24,2026-06-10,153,INE1B0W01010,ADVANCE,ADVANCE AGROLIFE LIMITED,2025-10-08,True,active
ADVANIHOTR,2010-06-10,2026-06-10,3657,INE199C01026,ADVANIHOTR,ADVANI HOTELS AND RESORTS (INDIA) LIMITED,2007-06-25,True,active
ADVANTA,2010-06-10,2016-07-29,1488,,ADVANTA,,,,inactive
ADVENTHTL,2025-11-27,2026-06-10,130,INE28GN01010,ADVENTHTL,ADVENT HOTELS INTERNATIONAL LIMITED,2025-11-13,True,active
ADVENZYMES,2016-08-01,2026-06-10,2433,INE837H01020,ADVENZYMES,ADVANCED ENZYME TECHNOLOGIES LIMITED,2016-08-01,True,active
AEGISCHEM,2010-06-10,2024-06-06,3451,,AEGISCHEM,,,,inactive
AEGISLOG,2024-06-07,2026-06-10,496,INE208C01025,AEGISLOG,AEGIS LOGISTICS LIMITED,1996-04-03,True,active
AEGISVOPAK,2025-06-02,2026-06-10,253,INE0INX01018,AEGISVOPAK,AEGIS VOPAK TERMINALS LIMITED,2025-06-02,True,active
AEPL,2026-03-12,2026-06-10,38,INE757T01025,AEPL,ARTEMIS ELECTRICALS AND PROJECTS LIMITED,2026-03-12,True,active
AEQUS,2025-12-10,2026-06-10,121,INE947N01017,AEQUS,AEQUS LIMITED,2025-12-10,True,active
AEROENTER,2025-06-25,2026-06-10,236,INE065D01027,AEROENTER,AEROFLEX ENTERPRISES LIMITED,2022-11-21,True,active
AEROFLEX,2023-08-31,2026-06-10,685,INE024001021,AEROFLEX,AEROFLEX INDUSTRIES LIMITED,2023-08-31,True,active
AERONEU,2025-09-08,2026-06-10,185,INE035801013,AERONEU,AEROFLEX NEU LIMITED,2023-01-12,True,active
AETHER,2022-06-03,2026-06-10,994,INE0BWX01014,AETHER,AETHER INDUSTRIES LIMITED,2022-06-03,True,active
AFCONS,2024-11-04,2026-06-10,394,INE101I01011,AFCONS,AFCONS INFRASTRUCTURE LIMITED,2024-11-04,True,active
AFFLE,2019-08-08,2026-06-10,1570,INE00WC01027,AFFLE,AFFLE 3I LIMITED,2019-08-08,True,active
AFFORDABLE,2024-10-23,2026-04-16,365,INE692Z01013,AFFORDABLE,AFFORDABLE ROBOTIC AND AUTOMATION LIMITED,2024-10-23,True,active
AFIL,2024-07-10,2026-03-05,411,INE916Y01027,AFIL,AKME FINTRADE (INDIA) LIMITED,2024-06-26,True,inactive
AFL,2010-06-10,2018-10-11,1768,,AFL,,,,inactive
AFSL,2025-05-05,2026-06-10,273,INE00ZE01026,AFSL,ABANS FINANCIAL SERVICES LIMITED,2022-12-23,True,active
AFTEK,2010-06-10,2014-05-22,854,,AFTEK,,,,inactive
AGARIND,2014-05-26,2026-06-10,2621,INE204E01012,AGARIND,AGARWAL INDUSTRIAL CORPORATION LIMITED,2014-05-26,True,active
AGARWALEYE,2025-02-04,2026-06-10,330,INE943P01029,AGARWALEYE,DR. AGARWAL'S HEALTH CARE LIMITED,2025-02-04,True,active
AGCNET,2010-06-10,2021-12-02,2423,,AGCNET,,,,inactive
AGI,2022-05-11,2026-06-10,1011,INE415A01038,AGI,AGI GREENPAC LIMITED,2000-05-31,True,active
AGIIL,2024-07-15,2026-06-10,471,INE976R01033,AGIIL,AGI INFRA LIMITED,2024-07-15,True,active
AGLSL,2017-08-03,2019-10-23,544,,AGLSL,,,,inactive
AGRE,2011-01-14,2012-03-05,239,,AGRE,,,,inactive
AGRITECH,2015-02-23,2026-06-10,2192,INE449G01018,AGRITECH,AGRI-TECH (INDIA) LIMITED,2014-01-28,True,active
AGRODUTCH,2010-06-11,2016-09-26,1324,,AGRODUTCH,,,,inactive
AGROPHOS,2019-03-08,2026-06-10,1618,INE740V01019,AGROPHOS,AGRO PHOS INDIA LIMITED,2019-03-08,True,active
AGSTRA,2022-01-31,2025-01-29,689,,AGSTRA,,,,inactive
AHCL,2025-09-17,2026-06-10,115,INE0Y8W01025,AHCL,ANLON HEALTHCARE LIMITED,2025-09-03,True,active
AHL,2022-12-23,2025-01-29,521,,AHL,,,,inactive
AHLADA,2021-01-28,2026-06-10,1207,INE00PV01013,AHLADA,AHLADA ENGINEERS LIMITED,2021-01-28,True,active
AHLEAST,2010-08-11,2026-06-10,3731,INE926K01017,AHLEAST,ASIAN HOTELS (EAST) LIMITED,2010-08-11,True,active
AHLUCONT,2010-06-10,2026-06-10,3829,INE758C01029,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LIMITED,2009-12-14,True,active
AHLWEST,2010-08-05,2026-04-22,2589,INE915K01010,AHLWEST,ASIAN HOTELS (WEST) LIMITED,2010-08-05,True,active
AHMEDFORGE,2010-06-10,2015-05-29,1226,,AHMEDFORGE,,,,inactive
AIAENG,2010-06-10,2026-06-10,3947,INE212H01026,AIAENG,AIA ENGINEERING LIMITED,2005-12-14,True,active
AICHAMP,2010-06-11,2010-11-22,110,,AICHAMP,,,,inactive
AIFL,2015-12-02,2019-02-21,795,,AIFL,,,,inactive
AIIL,2024-04-23,2026-06-10,528,INE206F01022,AIIL,AUTHUM INVESTMENT AND INFRASTRUCTURE LIMITED,2024-04-23,True,active
AIL,2012-07-11,2016-09-12,1022,,AIL,,,,inactive
AIONJSW,2018-11-01,2020-10-09,448,,AIONJSW,,,,inactive
AIRAN,2019-05-03,2026-06-10,1450,INE645W01026,AIRAN,AIRAN LIMITED,2019-05-03,True,active
AIROLAM,2021-10-13,2026-06-10,1082,INE801L01010,AIROLAM,AIRO LAM LIMITED,2021-10-13,True,active
AJANTPHARM,2010-06-10,2026-06-10,3947,INE031B01049,AJANTPHARM,AJANTA PHARMA LIMITED,2000-05-29,True,active
AJAXENGG,2025-02-17,2026-06-10,321,INE274Y01021,AJAXENGG,AJAX ENGINEERING LIMITED,2025-02-17,True,active
AJMERA,2010-06-10,2026-06-10,3783,INE298G01035,AJMERA,AJMERA REALTY AND INFRA INDIA LIMITED,2009-06-16,True,active
AJOONI,2021-05-07,2026-06-10,1021,INE820Y01021,AJOONI,AJOONI BIOTECH LIMITED,2021-05-07,True,active
AJRINFRA,2021-10-12,2023-01-20,220,,AJRINFRA,,,,inactive
AKASH,2019-10-11,2026-06-10,1237,INE737W01013,AKASH,AKASH INFRA-PROJECTS LIMITED,2019-10-11,True,active
AKCAPIT,2026-04-20,2026-06-10,36,INE701G01012,AKCAPIT,AK CAPITAL SERVICES LIMITED,2026-04-20,True,active
AKG,2021-02-16,2026-06-10,1191,INE00Y801016,AKG,AKG EXIM LIMITED,2021-02-16,True,active
AKI,2023-04-06,2026-06-10,368,INE642Z01026,AKI,AKI INDIA LIMITED,2023-04-06,True,active
AKSHAR,2022-05-23,2026-06-10,437,INE256Z01025,AKSHAR,AKSHAR SPINTEX LIMITED,2022-05-23,True,active
AKSHARCHEM,2017-03-28,2026-06-10,2244,INE542B01011,AKSHARCHEM,AKSHARCHEM INDIA LIMITED,2017-03-28,True,active
AKSHOPTFBR,2010-06-10,2026-04-16,3257,INE523B01011,AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,2000-08-18,True,active
AKUMS,2024-08-06,2026-06-10,456,INE09XN01023,AKUMS,AKUMS DRUGS AND PHARMACEUTICALS LIMITED,2024-08-06,True,active
AKZOINDIA,2010-06-10,2026-04-13,3908,,AKZOINDIA,,,,active
ALANKIT,2015-06-30,2026-06-10,2532,INE914E01040,ALANKIT,ALANKIT LIMITED,2015-06-30,True,active
ALBERTDAVD,2016-06-14,2026-06-10,2334,INE155C01010,ALBERTDAVD,ALBERT DAVID LIMITED,2016-06-14,True,active
ALBK,2010-06-10,2020-03-19,2408,,ALBK,,,,inactive
ALCHEM,2010-06-10,2020-12-16,1962,,ALCHEM,,,,inactive
ALEMBICLTD,2010-06-10,2026-06-10,3927,INE426A01027,ALEMBICLTD,ALEMBIC LIMITED,1999-09-22,True,active
ALFALAVAL,2010-06-10,2012-04-11,458,,ALFALAVAL,,,,inactive
ALGOQUANT,2026-01-06,2026-06-10,103,INE598D01035,ALGOQUANT,ALGOQUANT FINTECH LIMITED,2026-01-06,True,active
ALICON,2011-11-23,2026-06-10,3429,INE062D01024,ALICON,ALICON CASTALLOY LIMITED,2006-09-29,True,active
ALIVUS,2025-01-20,2026-06-10,342,INE03Q201024,ALIVUS,ALIVUS LIFE SCIENCES LIMITED,2021-08-06,True,active
ALKALI,2010-06-10,2026-06-01,3727,INE773I01017,ALKALI,ALKALI METALS LIMITED,2008-11-06,True,active
ALKEM,2015-12-23,2026-06-10,2580,INE540L01014,ALKEM,ALKEM LABORATORIES LIMITED,2015-12-23,True,active
ALKYLAMINE,2010-06-10,2026-06-10,3873,INE150B01039,ALKYLAMINE,ALKYL AMINES CHEMICALS LIMITED,2007-11-26,True,active
ALLCARGO,2010-06-10,2026-06-10,3927,INE418H01029,ALLCARGO,ALLCARGO LOGISTICS LIMITED,2006-06-23,True,active
ALLDIGI,2024-09-27,2026-06-10,419,INE835G01018,ALLDIGI,ALLDIGI TECH LIMITED,2005-05-09,True,active
ALLSEC,2010-06-11,2024-09-26,3162,,ALLSEC,,,,inactive
ALLTIME,2025-08-14,2026-06-10,200,INE0GV601021,ALLTIME,ALL TIME PLASTICS LIMITED,2025-08-14,True,active
ALMONDZ,2010-06-10,2026-06-10,3331,INE326B01035,ALMONDZ,ALMONDZ GLOBAL SECURITIES LIMITED,2008-06-16,True,active
ALOKINDS,2020-03-05,2026-06-10,1301,INE270A01029,ALOKINDS,ALOK INDUSTRIES LIMITED,2020-02-19,True,active
ALOKTEXT,2010-06-10,2019-12-09,2138,,ALOKTEXT,,,,inactive
ALPA,2010-06-11,2026-06-10,2709,INE385I01010,ALPA,ALPA LABORATORIES LIMITED,2007-08-06,True,active
ALPHA,2024-03-20,2026-06-10,548,,ALPHA,,,,active
ALPHAETF,2023-10-27,2026-06-10,647,,ALPHAETF,,,,active
ALPHAGEO,2010-06-10,2026-06-10,3472,INE137C01018,ALPHAGEO,ALPHAGEO (INDIA) LIMITED,2007-05-11,True,active
ALPINEHOU,2011-12-30,2014-01-10,200,,ALPINEHOU,,,,inactive
ALPL30IETF,2023-12-20,2026-06-10,611,,ALPL30IETF,,,,active
ALPSINDUS,2010-06-10,2025-12-15,1975,,ALPSINDUS,,,,inactive
ALSTOMT&D,2012-03-12,2016-09-12,1106,,ALSTOMT&D,,,,inactive
AMAGI,2026-01-21,2026-06-10,93,INE121R01077,AMAGI,AMAGI MEDIA LABS LIMITED,2026-01-21,True,active
AMANTA,2025-09-23,2026-06-10,174,INE084K01015,AMANTA,AMANTA HEALTHCARE LIMITED,2025-09-09,True,active
AMAR,2010-06-10,2013-08-01,785,,AMAR,,,,inactive
AMARAJABAT,2010-06-10,2023-10-26,3300,,AMARAJABAT,,,,inactive
AMARJOTHI,2010-06-10,2015-01-29,985,,AMARJOTHI,,,,inactive
AMBALALSA,2026-04-20,2026-06-10,36,INE432A01017,AMBALALSA,AMBALAL SARABHAI ENTERPRISES LIMITED,2026-04-20,True,active
AMBER,2018-01-30,2026-06-10,2062,INE371P01015,AMBER,AMBER ENTERPRISES INDIA LIMITED,2018-01-30,True,active
AMBICAAGAR,2010-06-10,2026-06-10,1147,INE792B01012,AMBICAAGAR,AMBICA AGARBATHIES AND AROMA INDUSTRIES LIMITED,2004-06-29,True,active
AMBIKCO,2010-06-10,2026-06-10,3910,INE540G01014,AMBIKCO,AMBIKA COTTON MILLS LIMITED,2008-01-29,True,active
AMBUJACEM,2010-06-10,2026-06-10,3947,INE079A01024,AMBUJACEM,AMBUJA CEMENTS LIMITED,1998-02-18,True,active
AMDIND,2010-06-10,2026-06-10,3615,INE005I01014,AMDIND,AMD INDUSTRIES LIMITED,2007-03-19,True,active
AMIORG,2021-09-14,2025-05-30,920,,AMIORG,,,,inactive
AMIRCHAND,2026-04-02,2026-06-10,46,INE05TO01019,AMIRCHAND,AMIR CHAND JAGDISH KUMAR (EXPORTS) LIMITED,2026-04-02,True,active
AMJLAND,2018-01-19,2026-06-10,2003,INE606A01024,AMJLAND,AMJ LAND HOLDINGS LIMITED,1995-02-08,True,active
AMLSTEEL,2010-06-11,2014-11-12,687,,AMLSTEEL,,,,inactive
AMNPLST,2023-11-10,2026-06-10,637,INE275D01022,AMNPLST,AMINES AND PLASTICIZERS LIMITED,2023-11-10,True,active
AMRUTANJAN,2010-06-10,2026-06-10,3913,INE098F01031,AMRUTANJAN,AMRUTANJAN HEALTH CARE LIMITED,2015-01-02,True,active
AMTEKAUTO,2010-06-10,2018-03-28,1866,,AMTEKAUTO,,,,inactive
AMTEKINDIA,2010-06-10,2015-06-08,1206,,AMTEKINDIA,,,,inactive
AMTL,2012-08-23,2017-04-21,983,,AMTL,,,,inactive
ANANDAMRUB,2015-12-15,2017-06-05,168,,ANANDAMRUB,,,,inactive
ANANDRATHI,2021-12-14,2026-06-10,1111,INE463V01026,ANANDRATHI,ANAND RATHI WEALTH LIMITED,2021-12-14,True,active
ANANTRAJ,2010-06-10,2026-06-10,3841,INE242C01024,ANANTRAJ,ANANT RAJ LIMITED,2006-09-27,True,active
ANDHRABANK,2010-06-10,2020-03-19,2408,,ANDHRABANK,,,,inactive
ANDHRACEMT,2010-11-08,2023-03-02,2276,,ANDHRACEMT,,,,inactive
ANDHRAPAP,2020-03-05,2026-06-10,1549,INE435A01051,ANDHRAPAP,ANDHRA PAPER LIMITED,2004-05-13,True,active
ANDHRSUGAR,2010-06-10,2026-06-10,3947,INE715B01021,ANDHRSUGAR,THE ANDHRA SUGARS LIMITED,1995-11-01,True,active
ANDPAPER,2020-01-22,2020-03-04,30,,ANDPAPER,,,,inactive
ANDREWYU,2021-08-05,2023-10-25,551,,ANDREWYU,,,,inactive
ANGAUTO,2010-06-10,2010-06-15,4,,ANGAUTO,,,,inactive
ANGELBRKG,2020-10-05,2021-11-10,273,,ANGELBRKG,,,,inactive
ANGELONE,2021-11-11,2026-06-10,1133,INE732I01021,ANGELONE,ANGEL ONE LIMITED,2020-10-05,True,active
ANGIND,2010-06-16,2018-03-16,1404,,ANGIND,,,,inactive
ANIKINDS,2010-06-10,2026-04-16,2469,INE087B01017,ANIKINDS,ANIK INDUSTRIES LIMITED,2008-05-21,True,active
ANKITMETAL,2013-03-14,2024-05-07,1534,INE106I01010,ANKITMETAL,ANKIT METAL AND POWER LIMITED,2013-03-14,True,inactive
ANKURDRUGS,2010-06-10,2013-08-22,677,,ANKURDRUGS,,,,inactive
ANMOL,2021-06-04,2026-06-10,1092,INE02AR01019,ANMOL,ANMOL INDIA LIMITED,2021-06-04,True,active
ANSALAPI,2010-06-10,2022-09-21,2810,INE436A01026,ANSALAPI,ANSAL PROPERTIES AND INFRASTRUCTURE LIMITED,2006-01-27,True,inactive
ANSALHSG,2010-06-10,2022-10-12,2848,,ANSALHSG,,,,inactive
ANTELOPUS,2025-09-22,2026-06-10,175,INE818A01017,ANTELOPUS,ANTELOPUS SELAN ENERGY LIMITED,2006-09-26,True,active
ANTGRAPHIC,2010-06-10,2026-06-10,1536,INE414B01021,ANTGRAPHIC,ANTARCTICA LIMITED,1997-12-31,True,active
ANTHEM,2025-07-21,2026-06-10,218,INE0CZ201020,ANTHEM,ANTHEM BIOSCIENCES LIMITED,2025-07-21,True,active
ANUHPHR,2024-12-20,2026-06-10,362,INE489G01022,ANUHPHR,ANUH PHARMA LIMITED,2024-12-20,True,active
ANUP,2019-03-18,2026-06-10,1785,INE294Z01018,ANUP,THE ANUP ENGINEERING LIMITED,2019-03-01,True,active
ANURAS,2021-03-24,2026-06-10,1289,INE930P01018,ANURAS,ANUPAM RASAYAN INDIA LIMITED,2021-03-24,True,active
AONEGOLD,2025-09-10,2026-06-10,183,,AONEGOLD,,,,active
AONELIQUID,2025-03-28,2026-06-10,294,,AONELIQUID,,,,active
AONENIFTY,2025-05-28,2026-06-10,256,,AONENIFTY,,,,active
AONESILVER,2026-03-02,2026-06-10,66,,AONESILVER,,,,active
AONETMMQ50,2025-11-27,2026-06-10,130,,AONETMMQ50,,,,active
AONETOTAL,2025-03-05,2026-06-10,310,,AONETOTAL,,,,active
APARINDS,2010-06-10,2026-06-10,3947,INE372A01015,APARINDS,APAR INDUSTRIES LIMITED,2004-07-12,True,active
APCL,2017-04-10,2026-06-10,2198,INE071F01012,APCL,ANJANI PORTLAND CEMENT LIMITED,2017-04-10,True,active
APCOTEXIND,2010-06-10,2026-06-10,3944,INE116A01032,APCOTEXIND,APCOTEX INDUSTRIES LIMITED,1995-09-06,True,active
APEX,2017-09-18,2026-06-10,2154,INE346W01013,APEX,APEX FROZEN FOODS LIMITED,2017-09-04,True,active
APIL,2010-06-10,2012-07-10,521,,APIL,,,,inactive
APLAB,2010-06-30,2013-08-27,520,,APLAB,,,,inactive
APLAPOLLO,2011-12-14,2026-06-10,3568,INE702C01027,APLAPOLLO,APL APOLLO TUBES LIMITED,2011-12-14,True,active
APLLTD,2011-10-04,2026-06-10,3616,INE901L01018,APLLTD,ALEMBIC PHARMACEUTICALS LIMITED,2011-09-20,True,active
APOLLO,2018-02-06,2026-06-10,1886,INE713T01028,APOLLO,APOLLO MICRO SYSTEMS LIMITED,2018-01-22,True,active
APOLLOHOSP,2010-06-10,2026-06-10,3947,INE437A01024,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LIMITED,1996-01-10,True,active
APOLLOPIPE,2019-11-11,2026-06-10,1629,INE126J01016,APOLLOPIPE,APOLLO PIPES LIMITED,2019-11-11,True,active
