reconstitution_date,tier,symbol,mcap_rank,avg_mcap_cr,weight_pct,in_liquid_top500
2025-07-31,NIFTY50_proxy,ADANIPORTS,32,94495.8,0.8438,True
2025-07-31,NIFTY50_proxy,HINDALCO,33,94282.8,0.8419,True
2025-07-31,NIFTY50_proxy,IOC,34,91141.6,0.8139,True
2025-07-31,NIFTY50_proxy,SHRIRAMFIN,35,89742.5,0.8014,True
2025-07-31,NIFTY50_proxy,BSE,36,89473.3,0.799,True
2025-07-31,NIFTY50_proxy,TECHM,37,88961.4,0.7944,True
2025-07-31,NIFTY50_proxy,COALINDIA,38,87932.8,0.7852,True
2025-07-31,NIFTY50_proxy,CIPLA,39,84964.9,0.7587,True
2025-07-31,NIFTY50_proxy,MAXHEALTH,40,84397.8,0.7537,True
2025-07-31,NIFTY50_proxy,NESTLEIND,41,83603.2,0.7466,True
2025-07-31,NIFTY50_proxy,HAL,42,82528.0,0.737,True
2025-07-31,NIFTY50_proxy,DIVISLAB,43,79105.1,0.7064,True
2025-07-31,NIFTY50_proxy,POLICYBZR,44,75952.6,0.6782,True
2025-07-31,NIFTY50_proxy,WIPRO,45,75819.2,0.677,True
2025-07-31,NIFTY50_proxy,EICHERMOT,46,74744.4,0.6674,True
2025-07-31,NIFTY50_proxy,DRREDDY,47,74414.8,0.6645,True
2025-07-31,NIFTY50_proxy,ADANIENT,48,73981.0,0.6606,True
2025-07-31,NIFTY50_proxy,VEDL,49,70790.3,0.6321,True
2025-07-31,NIFTY50_proxy,APOLLOHOSP,50,69784.8,0.6232,True
2026-01-31,NIFTY50_proxy,HDFCBANK,1,1495500.7,12.5644,True
2026-01-31,NIFTY50_proxy,RELIANCE,2,1064465.3,8.9431,True
2026-01-31,NIFTY50_proxy,ICICIBANK,3,1033557.4,8.6834,True
2026-01-31,NIFTY50_proxy,BHARTIARTL,4,577363.1,4.8507,True
2026-01-31,NIFTY50_proxy,INFY,5,544628.4,4.5757,True
2026-01-31,NIFTY50_proxy,LT,6,528705.3,4.4419,True
2026-01-31,NIFTY50_proxy,ITC,7,497544.2,4.1801,True
2026-01-31,NIFTY50_proxy,SBIN,8,371190.5,3.1185,True
2026-01-31,NIFTY50_proxy,AXISBANK,9,340702.6,2.8624,True
2026-01-31,NIFTY50_proxy,M&M,10,323348.2,2.7166,True
2026-01-31,NIFTY50_proxy,TCS,11,318770.8,2.6781,True
2026-01-31,NIFTY50_proxy,KOTAKBANK,12,305051.5,2.5629,True
2026-01-31,NIFTY50_proxy,HINDUNILVR,13,221510.2,1.861,True
2026-01-31,NIFTY50_proxy,MARUTI,14,204963.3,1.722,True
2026-01-31,NIFTY50_proxy,SUNPHARMA,15,184006.6,1.5459,True
2026-01-31,NIFTY50_proxy,HCLTECH,16,165354.0,1.3892,True
2026-01-31,NIFTY50_proxy,NTPC,17,158455.5,1.3313,True
2026-01-31,NIFTY50_proxy,TITAN,18,156896.2,1.3182,True
2026-01-31,NIFTY50_proxy,GRASIM,19,156472.6,1.3146,True
2026-01-31,NIFTY50_proxy,JSWSTEEL,20,150973.5,1.2684,True
2026-01-31,NIFTY50_proxy,BEL,21,144086.3,1.2105,True
2026-01-31,NIFTY50_proxy,ULTRACEMCO,22,142476.3,1.197,True
2026-01-31,NIFTY50_proxy,TATASTEEL,23,140290.5,1.1786,True
2026-01-31,NIFTY50_proxy,ONGC,24,135075.2,1.1348,True
2026-01-31,NIFTY50_proxy,BAJAJFINSV,25,133171.0,1.1188,True
2026-01-31,NIFTY50_proxy,POWERGRID,26,125009.9,1.0503,True
2026-01-31,NIFTY50_proxy,INDIGO,27,123065.3,1.0339,True
2026-01-31,NIFTY50_proxy,ASIANPAINT,28,119280.7,1.0021,True
2026-01-31,NIFTY50_proxy,HINDALCO,29,116807.1,0.9814,True
2026-01-31,NIFTY50_proxy,BAJAJ-AUTO,30,112898.5,0.9485,True
2026-01-31,NIFTY50_proxy,SHRIRAMFIN,31,108230.3,0.9093,True
2026-01-31,NIFTY50_proxy,ADANIPORTS,32,103899.5,0.8729,True
2026-01-31,NIFTY50_proxy,BSE,33,103889.9,0.8728,True
2026-01-31,NIFTY50_proxy,IOC,34,103831.1,0.8723,True
2026-01-31,NIFTY50_proxy,TRENT,35,103425.4,0.8689,True
2026-01-31,NIFTY50_proxy,JIOFIN,36,98945.6,0.8313,True
2026-01-31,NIFTY50_proxy,EICHERMOT,37,95796.7,0.8048,True
2026-01-31,NIFTY50_proxy,COALINDIA,38,89104.8,0.7486,True
2026-01-31,NIFTY50_proxy,NESTLEIND,39,88445.6,0.7431,True
2026-01-31,NIFTY50_proxy,TECHM,40,87443.0,0.7346,True
2026-01-31,NIFTY50_proxy,VEDL,41,87258.1,0.7331,True
2026-01-31,NIFTY50_proxy,HAL,42,86675.8,0.7282,True
2026-01-31,NIFTY50_proxy,CIPLA,43,86665.3,0.7281,True
2026-01-31,NIFTY50_proxy,MAXHEALTH,44,83593.2,0.7023,True
2026-01-31,NIFTY50_proxy,TVSMOTOR,45,82917.1,0.6966,True
2026-01-31,NIFTY50_proxy,HINDZINC,46,82420.3,0.6925,True
2026-01-31,NIFTY50_proxy,POLICYBZR,47,80751.2,0.6784,True
2026-01-31,NIFTY50_proxy,DIVISLAB,48,80401.3,0.6755,True
2026-01-31,NIFTY50_proxy,PAYTM,49,79876.7,0.6711,True
2026-01-31,NIFTY50_proxy,TMPV,50,77493.7,0.6511,True
